overdue_ratio,avg_delay_days,pending_ratio,payment_frequency,neighbor_avg_risk,centrality_score,stress_velocity,contagion_score,is_stressed
0.306329,9.4046,0.024775,10,29.9662,0.271059,0.281554,8.1226082058,1
0.157732,4.4336,0.340942,12,12.8659,0.202335,-0.18321,2.6032218764999997,0
0.135601,5.9835,0.0059,13,30.1087,0.133816,0.129701,4.029025799199999,1
0.367343,26.3284,0.365123,6,55.3359,0.621475,0.0022199999999999998,34.3898784525,0
0.507786,19.5097,0.661282,6,31.6403,0.071997,-0.15349600000000008,2.2780066791,1
0.034031,8.7685,0.189097,12,21.4645,0.190214,-0.15506599999999998,4.082848403,0
0.06422,5.7106,0.486956,12,14.2686,0.119935,-0.422736,1.7113045409999998,0
0.253293,2.2244,0.107121,8,27.5401,0.214939,0.146172,5.9194415539,0
0.657216,29.9138,0.542742,3,37.1433,0.222557,0.11447400000000008,8.2665014181,1
0.419458,44.8543,0.502432,1,64.7332,0.727413,-0.08297399999999999,47.08777121159999,0
0.070009,3.4949,0.202669,8,28.166,0.203225,-0.13266,5.724035349999999,0
0.661709,31.671,0.723813,0,72.5366,0.709486,-0.06210400000000005,51.4637021876,1
0.080903,4.8132,0.31987,11,18.7268,0.238084,-0.23896699999999998,4.4585514512,0
0.013123,2.2533,0.011166,12,24.8723,0.464191,0.0019569999999999987,11.5454978093,0
0.19349,13.549,0.400372,10,41.2959,0.058646,-0.206882,2.4218393514,0
0.147065,4.1998,0.022768,13,14.6517,0.197563,0.124297,2.8946338071,0
0.040564,1.3572,0.149522,10,13.3243,0.406362,-0.10895799999999999,5.4144891966,1
0.022993,7.7861,0.208402,13,17.6707,0.088378,-0.185409,1.5617011245999999,0
0.12138,18.5919,0.321007,6,22.9879,0.205271,-0.199627,4.7187492209,0
0.137964,1.9599,0.295383,8,12.0582,0.178902,-0.157419,2.1572360964,0
0.110056,5.9303,0.169475,13,24.5111,0.319214,-0.059418999999999986,7.8242862753999995,0
0.0,1.1844,0.196351,9,25.6629,0.205873,-0.196351,5.2832982117,0
0.115404,5.8969,0.150218,11,8.0833,0.530057,-0.034813999999999984,4.284609748099999,0
0.0,0.0,0.155327,8,28.8304,0.585761,-0.155327,16.8877239344,0
0.125941,3.7252,0.414552,9,18.4791,0.006847,-0.28861099999999995,0.1265263977,0
0.133442,4.398,0.320129,11,7.4343,0.04643,-0.186687,0.345174549,1
0.095347,0.0,0.074775,13,17.1499,0.230615,0.020572000000000007,3.9550241884999995,0
0.111825,5.7942,0.585145,8,28.239,0.401064,-0.47332,11.325646296,0
0.622216,41.3767,0.505672,2,85.1948,0.217211,0.11654399999999998,18.5052477028,0
0.133345,5.6181,0.699232,5,33.6757,0.265829,-0.565887,8.951977655299999,0
0.123979,3.5787,0.052216,9,31.0347,0.157988,0.07176300000000001,4.9031101836,1
0.104677,25.5707,0.367777,5,22.1986,0.223977,-0.2631,4.9719758322,0
0.094441,7.7031,0.321533,11,17.5049,0.292976,-0.22709200000000002,5.1285155824,0
0.13689,3.2337,0.0,11,18.0633,0.291116,0.13689,5.2585156428,1
0.02785,2.9295,0.299476,13,21.2523,0.027658,-0.27162600000000003,0.5877961134,0
0.02042,1.5158,0.056996,13,22.1223,0.434563,-0.036576,9.6135330549,0
0.402902,10.9898,0.196452,6,40.6643,0.225476,0.20645,9.1688237068,1
0.11119,10.7325,0.498765,7,45.7291,0.285562,-0.387575,13.0584932542,0
0.016353,0.142,0.066928,10,21.454,0.110023,-0.050575,2.360433442,1
0.282264,4.8658,0.206712,7,18.7227,0.253505,0.07555200000000001,4.746298063499999,1
0.119434,2.874,0.242793,10,28.1147,0.167532,-0.12335900000000001,4.710111920399999,0
0.191179,3.056,0.481925,6,31.6083,0.333871,-0.290746,10.5530947293,0
0.275416,19.077,0.361237,5,15.2309,0.395967,-0.08582099999999998,6.0309337803,0
0.208331,9.8782,0.117918,8,33.2411,0.405709,0.090413,13.4862134399,0
0.406928,16.2449,0.228294,6,32.309,0.351863,0.17863400000000001,11.368341667,0
0.143407,8.2536,0.081741,13,24.6401,0.267947,0.06166600000000001,6.6022408747,0
0.291792,15.9375,0.34132,11,31.8931,0.38799,-0.049528000000000016,12.374203869,0
0.916694,58.7193,0.989515,1,64.8258,0.819337,-0.07282100000000002,53.1141764946,1
0.423658,11.946,0.322279,6,14.315,0.399617,0.101379,5.720517355,0
0.393247,41.001,0.449169,1,36.6818,0.498448,-0.05592199999999997,18.2839698464,0
0.178745,7.4267,0.147511,9,12.6753,0.305836,0.031233999999999984,3.8765630507999997,0
0.462159,17.6751,0.377322,5,20.8947,0.242358,0.084837,5.0639977026,0
0.048414,7.3749,0.31583,5,13.9897,0.196641,-0.267416,2.7509485977,0
0.169824,15.1583,0.177368,10,18.6015,0.250453,-0.007543999999999995,4.6588014795,0
0.001793,1.6837,0.059902,11,24.67,0.211079,-0.058108999999999994,5.2073189300000005,0
0.0,1.3457,0.204226,8,26.3053,0.274289,-0.204226,7.2152544317,0
0.422301,12.7056,0.639558,6,25.2481,0.157087,-0.21725699999999998,3.9661482847000005,0
0.015455,2.7567,0.040375,8,18.1865,0.078403,-0.02492,1.4258761595,0
0.121726,7.5304,0.024126,12,35.7143,0.194467,0.09759999999999999,6.9452527781,0
0.021298,3.5332,0.246849,11,5.5531,0.395572,-0.225551,2.1966508732,0
0.334116,14.6131,0.584268,6,29.168,0.613988,-0.250152,17.908801984,1
0.586272,39.5703,0.388219,2,82.0089,0.53521,0.19805300000000003,43.891983368999995,1
0.0,5.1543,0.007336,11,15.6159,0.629947,-0.007336,9.8371893573,0
0.06365,1.4715,0.070288,13,16.3342,0.313157,-0.006638000000000005,5.1151690694,0
0.012563,9.2853,0.192077,10,12.8808,0.035342,-0.179514,0.4552332336,0
0.129528,7.5679,0.222567,8,28.2028,0.0448,-0.09303899999999998,1.26348544,0
0.195914,3.2479,0.070148,12,14.0999,0.13156,0.125766,1.854982844,1
0.229416,6.9297,0.251339,12,19.7762,0.421129,-0.02192299999999997,8.3283313298,0
0.469683,23.8084,0.429423,10,28.7425,0.419716,0.04026000000000002,12.06368713,0
0.43794,9.9577,0.420789,4,58.2759,0.546873,0.017150999999999972,31.869516260700003,1
0.220517,16.0595,0.20522,8,35.7476,0.307744,0.015296999999999977,11.0011094144,0
0.526404,17.6969,0.395311,9,24.151,0.184239,0.13109299999999996,4.4495560890000005,0
0.0075,3.7494,0.165136,12,19.3988,0.147183,-0.157636,2.8551735804000002,0
0.182065,9.4218,0.452566,7,46.3028,0.48881,-0.270501,22.633271668,0
0.802627,42.9454,0.804029,1,73.8814,0.467711,-0.0014020000000000143,34.5551434754,1
0.123558,1.3686,0.131529,14,28.6615,0.392841,-0.007971000000000006,11.2594123215,0
0.111143,1.7978,0.315441,14,26.0804,0.117405,-0.20429800000000004,3.061969362,0
0.3565,11.7586,0.464574,10,32.8647,0.177634,-0.108074,5.8378881198,0
0.383525,13.8717,0.211533,11,38.0694,0.473479,0.171992,18.0250614426,1
0.559133,33.3342,0.77574,4,43.7137,0.942939,-0.216607,41.2193525643,1
0.313027,5.5121,0.375239,7,8.0423,0.129294,-0.06221199999999999,1.0398211361999998,0
0.123739,2.2606,0.166497,11,21.9054,0.181221,-0.042758000000000004,3.9697184934,0
0.093766,5.1212,0.177621,13,26.0047,0.26566,-0.083855,6.908408602,0
0.018134,4.5026,0.408164,10,23.6248,0.607795,-0.39003000000000004,14.359035316,1
0.20573,8.1299,0.311634,7,47.1133,0.320244,-0.10590400000000003,15.0877516452,0
0.004019,1.3231,0.00482,11,14.9272,0.1071,-0.0008009999999999996,1.59870312,0
0.118362,6.0208,0.138953,9,29.2989,0.08101,-0.020590999999999998,2.3735038889999998,0
0.003479,18.7774,0.35861,10,15.7282,0.213959,-0.355131,3.3651899438,1
0.32791,6.741,0.696159,3,75.3927,0.14024,-0.368249,10.573072248,1
0.0,0.0,0.181781,14,25.2172,0.273839,-0.181781,6.9054528308,0
0.426417,11.2751,0.589087,6,39.0136,0.199208,-0.16267000000000004,7.7718212287999995,1
0.014424,2.3919,0.094131,14,26.6126,0.510893,-0.079707,13.596191051800002,0
0.374105,22.7504,0.256426,5,45.9665,0.381761,0.11767900000000003,17.548217006500003,1
0.068077,3.9974,0.120207,14,15.6009,0.41498,-0.052129999999999996,6.474061482,0
0.025589,4.5065,0.088059,11,23.2974,0.285634,-0.06247,6.6545295516,0
0.024941,6.6475,0.156372,12,14.6284,0.324418,-0.13143100000000002,4.745716271199999,0
0.466668,56.5994,0.418462,1,78.2345,0.480805,0.04820600000000003,37.615538772499995,1
0.125941,3.7252,0.414552,9,18.4791,0.006847,-0.28861099999999995,0.1265263977,0
0.151102,8.619,0.341036,7,32.2513,0.189035,-0.18993400000000002,6.0966244955,0
0.192769,16.3758,0.444433,6,29.076,0.317529,-0.251664,9.232473204,0
0.561985,29.4366,0.858009,2,66.838,0.9464,-0.29602400000000006,63.25548319999999,1
0.305998,6.0859,0.043608,9,23.6929,0.436246,0.26239,10.335932853400001,0
0.62467,63.1764,0.677464,0,81.4356,0.766137,-0.05279400000000001,62.39082627719999,1
0.490133,19.0093,0.240349,10,40.8701,0.544768,0.24978399999999998,22.264722636800002,0
0.173576,31.5749,0.748048,5,29.5383,0.456387,-0.5744720000000001,13.480896122099999,0
0.249382,13.7669,0.475069,5,30.8631,0.061603,-0.22568700000000003,1.9012595493,0
0.346815,33.1264,0.559292,6,46.2956,0.78467,-0.21247700000000003,36.326768451999996,0
0.07544,7.0715,0.623549,14,19.1156,0.415311,-0.5481090000000001,7.9389189516,0
0.658347,26.5347,0.765686,0,52.9846,0.351478,-0.10733899999999996,18.6229212388,1
0.112757,3.0535,0.082844,9,9.291,0.214316,0.029912999999999995,1.991209956,0
0.197734,27.8689,0.361161,9,32.5871,0.453177,-0.16342700000000002,14.7677242167,1
0.084493,8.7224,0.097429,14,9.0083,0.593656,-0.012936000000000003,5.347831344799999,0
0.546225,43.0974,0.323707,4,57.68,0.287624,0.22251799999999994,16.590152319999998,1
0.129469,6.3194,0.540018,5,37.6511,0.302806,-0.410549,11.4009789866,1
0.077946,2.9466,0.297198,9,18.3174,0.387128,-0.219252,7.0911784272,1
0.112273,5.0152,0.540214,9,37.3895,0.118868,-0.42794099999999996,4.444415086,0
0.946572,61.1103,0.935906,0,62.3538,0.328926,0.010665999999999953,20.5097860188,1
0.126886,5.2372,0.349309,13,32.816,0.306843,-0.22242299999999998,10.069359888,0
0.308597,9.0376,0.411053,11,37.3503,0.578705,-0.10245599999999999,21.6148053615,0
0.030405,3.0064,0.132708,10,27.889,0.313517,-0.10230299999999999,8.743675612999999,0
0.935084,84.0907,0.963436,2,82.8716,0.430136,-0.028351999999999933,35.646058537600005,0
0.082935,4.1422,0.200742,12,15.7032,0.328941,-0.11780700000000001,5.1654263112,0
0.092563,6.9332,0.638652,6,22.4177,0.650184,-0.546089,14.5756298568,0
0.082308,7.374,0.087102,10,18.2594,0.311374,-0.004793999999999993,5.685502415599999,0
0.60142,38.0222,0.597245,3,69.1036,0.633233,0.004174999999999929,43.7586799388,0
0.655597,42.7714,0.702877,2,80.3537,0.867439,-0.04727999999999999,69.7019331743,1
0.270451,8.8859,0.327973,13,9.3062,0.362174,-0.05752200000000002,3.3704636788,0
0.14736,4.7855,0.09752,12,18.6836,0.297998,0.049839999999999995,5.567675432799999,0
0.025752,1.1877,0.068884,10,10.6085,0.148905,-0.043132000000000004,1.5796586925,0
0.173695,3.7116,0.157015,12,20.47,0.244507,0.01668,5.00505829,0
0.03672,3.0409,0.315685,13,15.6412,0.20552,-0.278965,3.214579424,0
0.182877,3.0113,0.381849,10,23.1962,0.115413,-0.19897199999999998,2.6771430306000004,0
0.195788,11.991,0.44805,9,5.5379,0.190608,-0.252262,1.0555680431999999,1
0.229214,6.3996,0.080276,8,22.5022,0.095144,0.14893800000000001,2.1409493168,0
0.005263,0.0,0.206754,9,21.62,0.18559,-0.201491,4.012455800000001,0
0.024883,5.4391,0.448301,9,25.24,0.384352,-0.423418,9.70104448,0
0.0,1.1844,0.196351,9,25.6629,0.205873,-0.196351,5.2832982117,0
0.21687,8.908,0.382923,5,41.3374,0.204922,-0.166053,8.4709426828,0
0.048565,8.2974,0.296834,14,22.7267,0.025172,-0.248269,0.5720764924,0
0.253946,15.1846,0.360019,11,23.3515,0.605239,-0.10607299999999997,14.1332385085,0
0.905523,52.9788,0.910487,1,76.2489,0.926694,-0.0049640000000000795,70.6593981366,1
0.17246,9.5828,0.317733,12,36.5097,0.734629,-0.14527299999999999,26.821084401300002,0
0.30421,13.7397,0.34446,11,21.2833,0.45374,-0.04025000000000001,9.657084542,0
0.081437,7.1169,0.180131,11,17.8619,0.390114,-0.09869400000000002,6.9681772566,0
0.066555,5.6861,0.346471,14,27.6633,0.267308,-0.27991599999999994,7.3946213964,1
0.069442,3.4666,0.092715,12,17.0839,0.134949,-0.023273000000000002,2.3054552211000003,1
0.591387,36.8737,0.59749,3,75.1892,0.848332,-0.0061029999999999696,63.7854044144,0
0.078791,3.3727,0.233228,13,26.2776,0.595156,-0.154437,15.6392713056,0
0.889019,35.6856,0.781698,2,79.1279,0.805283,0.107321,63.720352695699994,1
0.324067,21.8172,0.204594,5,36.6411,0.778911,0.119473,28.540155842100003,1
0.121199,2.6979,0.054572,9,35.9304,0.302874,0.06662699999999999,10.8823839696,0
0.419147,32.6677,0.748677,5,44.0518,0.451909,-0.32953000000000005,19.907404886200002,1
0.001996,2.8727,0.198219,10,24.9254,0.298213,-0.196223,7.4330783102,0
0.089897,13.0624,0.398556,11,42.4267,0.336297,-0.308659,14.2679719299,0
0.871797,69.9691,0.831112,1,72.8543,0.68717,0.04068500000000008,50.06328933099999,1
0.077728,6.9498,0.096544,5,27.6351,0.11397,-0.018816,3.1495723470000003,0
0.030286,2.9754,0.095668,8,31.784,0.199362,-0.065382,6.3365218080000005,0
0.080785,6.8272,0.281987,13,31.6861,0.271504,-0.201202,8.602902894400001,0
0.425465,22.4313,0.104083,9,25.2494,0.158524,0.321382,4.0026358856,0
0.165833,3.6012,0.220934,12,11.6856,0.047976,-0.05510099999999998,0.5606283456,0
0.2825,15.1867,0.634509,9,21.0022,0.518708,-0.352009,10.894009157599998,0
0.091658,4.3061,0.036471,11,14.2678,0.22385,0.055187,3.1938470299999997,0
0.147615,4.9014,0.064977,11,30.0906,0.174288,0.082638,5.244430492799999,0
0.0,3.7505,0.310671,12,29.105,0.504749,-0.310671,14.690719645,0
0.32986,24.8133,0.578288,5,63.8112,0.557729,-0.24842800000000004,35.5893567648,1
0.03226,6.2927,0.211296,12,8.268,0.24288,-0.17903600000000003,2.0081318400000003,0
0.196541,11.3872,0.196266,7,43.3017,0.459575,0.00027499999999999747,19.9003787775,0
0.110784,3.7077,0.121911,8,23.24,0.254417,-0.011127000000000012,5.91265108,0
0.039502,1.7066,0.072622,11,30.1839,0.365961,-0.033120000000000004,11.046130227899999,0
0.204145,4.6036,0.199582,13,13.9028,0.353479,0.004562999999999984,4.9143478412,1
0.049181,7.6697,0.385142,9,28.5847,0.17254,-0.33596099999999995,4.932004138,0
0.019873,3.624,0.086877,14,19.6017,0.266325,-0.067004,5.2204227525,0
0.919625,74.0306,0.786525,1,57.5921,0.594323,0.1331,34.228309648300005,1
0.054326,3.2747,0.055512,9,21.6701,0.257626,-0.0011859999999999996,5.582781182600001,1
0.154061,5.3975,0.082496,11,11.5654,0.205189,0.071565,2.3730928606000004,0
0.039787,4.6388,0.033829,14,30.0302,0.239532,0.005958000000000005,7.1931938664,0
0.298418,43.3531,0.728715,4,60.0409,0.230268,-0.430297,13.8254979612,1
0.212822,9.4179,0.059281,9,24.7487,0.176515,0.153541,4.3685167805,0
0.381398,17.7333,0.24123,8,22.2366,0.33062,0.14016800000000001,7.351864692,0
0.126886,5.2372,0.349309,13,32.816,0.306843,-0.22242299999999998,10.069359888,0
0.270618,11.6651,0.340397,9,23.5794,0.384077,-0.06977899999999998,9.0563052138,0
0.218755,7.2917,0.097501,14,16.8148,0.290556,0.121254,4.8856410288,1
0.276133,6.2363,0.433696,5,14.9989,0.342517,-0.157563,5.1373782313000005,0
0.657568,46.7928,0.483474,4,58.6827,0.360648,0.17409400000000003,21.1637983896,1
0.131531,7.3239,0.241613,8,24.9218,0.10047,-0.11008199999999999,2.503893246,0
0.221395,9.9572,0.725188,11,31.8742,0.395258,-0.503793,12.5985325436,0
0.131587,13.8039,0.246711,5,28.3639,0.587641,-0.115124,16.6677905599,0
0.253023,5.944,0.422661,9,18.8702,0.05005,-0.169638,0.94445351,0
0.337432,4.9578,0.248284,10,42.2046,0.292997,0.089148,12.3658211862,0
0.106617,4.6402,0.048896,8,13.0229,0.101233,0.057721,1.3183472357000001,0
0.132735,8.0581,0.265643,5,37.4556,0.612063,-0.13290800000000003,22.9251869028,0
0.250111,7.0824,0.130278,10,29.1222,0.426713,0.11983300000000002,12.4268213286,0
0.551808,14.8535,0.091373,8,37.8792,0.118054,0.460435,4.4717910768,0
0.196541,11.3872,0.196266,7,43.3017,0.459575,0.00027499999999999747,19.9003787775,0
0.597412,19.822,0.511019,4,56.2795,0.784879,0.08639300000000005,44.1725976805,0
0.407625,15.8492,0.642233,2,69.0226,0.894913,-0.23460800000000004,61.76922203379999,1
0.056028,7.8992,0.282587,11,31.7418,0.037198,-0.22655899999999998,1.1807314764,0
0.129397,8.2842,0.435984,10,26.7243,0.441576,-0.30658699999999994,11.800809496800001,0
0.464944,14.2698,0.100591,7,39.265,0.29075,0.36435300000000004,11.416298750000001,1
0.116615,10.2669,0.117348,11,20.3566,0.170352,-0.0007329999999999975,3.4677875232,0
0.107208,3.0696,0.330333,12,15.5866,0.360233,-0.223125,5.614807677800001,0
0.589492,16.7546,0.514748,0,77.27,0.336764,0.07474400000000003,26.02175428,1
0.029822,0.0413,0.168994,12,16.2431,0.154754,-0.13917200000000002,2.5136846974,0
0.097493,10.1818,0.195726,10,47.0982,0.474346,-0.09823300000000001,22.3408427772,0
0.277128,20.5783,0.522418,5,28.0453,0.332511,-0.24529000000000006,9.325370748300001,0
0.112732,5.1131,0.160546,8,27.2505,0.226546,-0.047813999999999995,6.173491772999999,0
0.278462,4.9895,0.231655,9,29.8555,0.465345,0.04680699999999999,13.893107647499999,1
0.419458,44.8543,0.502432,1,64.7332,0.727413,-0.08297399999999999,47.08777121159999,0
0.921291,50.566,0.881652,2,76.8405,0.942791,0.03963899999999998,72.44453183550002,1
0.10453,2.352,0.014362,9,30.524,0.187521,0.090168,5.723891004,0
0.162958,16.7803,0.475638,7,36.025,0.526194,-0.31268,18.956138850000002,0
0.148629,11.18,0.467291,10,38.0987,0.133894,-0.318662,5.101187337800001,0
0.093227,3.9689,0.077363,13,25.9588,0.247657,0.015864000000000003,6.4288785316,0
0.025919,0.8462,0.123918,10,16.6065,0.459338,-0.097999,7.627996497000001,0
0.009123,11.5152,0.044669,8,26.4275,0.595264,-0.035546,15.73133936,0
0.192872,6.0601,0.032804,13,31.7789,0.185082,0.160068,5.8817023698,0
0.709953,15.9614,0.444111,5,36.5517,0.553395,0.26584199999999997,20.227528021499996,1
0.134901,3.9023,0.306955,14,27.0203,0.317578,-0.17205399999999998,8.581052833400001,0
0.168429,5.5271,0.085971,11,21.5793,0.165563,0.08245799999999999,3.5727336458999996,0
0.379161,18.4215,0.772033,6,48.3008,0.686643,-0.39287199999999994,33.1654062144,1
0.108373,3.8311,0.380072,12,35.6265,0.48074,-0.271699,17.12708361,0
0.103057,15.4792,0.51023,6,28.3774,0.126949,-0.40717299999999995,3.6024825526,0
0.037906,3.2185,0.166135,11,8.9209,0.090733,-0.128229,0.8094200196999999,0
0.034746,3.3388,0.18103,13,13.2345,0.401885,-0.146284,5.3187470325,0
0.062643,2.7116,0.039584,11,44.0715,0.519165,0.023059000000000003,22.8803802975,0
0.018892,5.7984,0.190217,9,15.0474,0.597289,-0.171325,8.987646498599998,0
0.103852,4.5243,0.076241,8,25.1445,0.279456,0.027610999999999997,7.026781392,0
0.09673,3.5034,0.172121,11,34.5999,0.359606,-0.075391,12.442331639399999,0
0.827582,68.6877,0.661936,1,58.7141,0.937324,0.16564600000000007,55.034135068400005,1
0.250157,6.5885,0.027387,8,27.1479,0.82406,0.22277000000000002,22.371498474,0
0.105174,15.0129,0.078766,11,18.5069,0.208317,0.026408,3.8553018873000005,0
0.875867,90.0,0.875628,1,79.42,0.425007,0.00023899999999998922,33.75405594,1
0.306909,20.4907,0.526382,2,59.2691,0.577504,-0.21947300000000003,34.228142326400004,1
0.015295,0.0,0.397758,14,10.248,0.332715,-0.382463,3.4096633199999995,0
0.410299,12.8296,0.337711,5,22.1325,0.626693,0.07258800000000004,13.870282822499998,0
0.187492,21.6946,0.614684,11,43.4445,0.443584,-0.427192,19.271285088,1
0.585358,39.7202,0.885946,1,72.8901,0.685877,-0.30058799999999997,49.9936431177,1
0.299242,20.0803,0.355885,8,30.5761,0.075533,-0.056643,2.3095045613000003,0
0.00542,0.2675,0.239966,9,31.6883,0.426887,-0.234546,13.5273233221,0
0.257828,21.493,0.300617,6,34.4356,0.134241,-0.04278900000000002,4.6226693796000005,0
0.340379,9.9271,0.112238,6,6.948,0.661018,0.22814099999999998,4.592753064,0
0.074426,22.5067,0.656908,8,42.071,0.305688,-0.582482,12.860599848,0
0.093227,3.9689,0.077363,13,25.9588,0.247657,0.015864000000000003,6.4288785316,0
0.044308,14.0923,0.432833,5,27.6082,0.586977,-0.388525,16.205378411399998,0
0.650095,27.7747,0.899816,4,45.4864,0.66236,-0.24972099999999997,30.128371904,1
0.021055,1.9214,0.334207,12,11.4898,0.140633,-0.313152,1.6158450434000002,0
0.503903,34.9049,0.823462,0,88.1746,0.540962,-0.31955900000000004,47.69910796520001,1
0.57734,24.2591,0.405831,2,77.4014,0.567323,0.17150899999999997,43.9115944522,1
0.162821,5.9796,0.047415,9,18.8499,0.480204,0.115406,9.051797379600002,0
0.182065,9.4218,0.452566,7,46.3028,0.48881,-0.270501,22.633271668,0
0.860394,46.2332,0.738521,1,85.2366,0.853583,0.12187300000000001,72.7565127378,0
0.604477,30.963,0.669804,3,96.5149,0.390425,-0.06532699999999991,37.6818298325,0
0.598717,31.1575,0.2192,0,95.5652,0.612312,0.37951700000000005,58.5157187424,0
0.374557,15.8404,0.383749,4,41.894,0.557521,-0.009192000000000033,23.356784774,0
0.291792,15.9375,0.34132,11,31.8931,0.38799,-0.049528000000000016,12.374203869,0
0.54808,35.528,0.665619,3,68.3507,0.236169,-0.11753899999999995,16.1423164683,0
0.002641,1.7618,0.251485,10,30.6084,0.272711,-0.248844,8.3472473724,0
0.06443,3.3666,0.04194,13,2.0486,0.262292,0.022490000000000003,0.5373313912000001,0
0.022131,3.4716,0.203403,11,25.282,0.116531,-0.181272,2.9461367419999998,0
0.853204,48.1722,0.820346,2,77.0734,0.402188,0.03285799999999994,30.9979965992,1
0.30916,6.2059,0.071265,9,17.6186,0.308713,0.237895,5.4390908618000005,0
0.344968,6.6413,0.26234,10,11.5497,0.181047,0.08262799999999998,2.0910385359,0
0.406928,16.2449,0.228294,6,32.309,0.351863,0.17863400000000001,11.368341667,0
0.093722,4.063,0.118142,9,14.7117,0.059729,-0.024419999999999997,0.8787151293,1
0.221289,18.4577,0.256329,11,42.4145,0.580183,-0.03503999999999996,24.6081718535,0
0.341267,21.0332,0.301455,8,28.8587,0.213397,0.039812000000000014,6.1583600038999995,0
0.473985,13.0083,0.094743,6,28.0946,0.494081,0.37924199999999997,13.8810080626,0
0.030164,8.3375,0.101997,8,24.2333,0.350444,-0.07183300000000001,8.492414585199999,0
0.398263,21.6905,0.38764,4,65.8052,0.414725,0.010622999999999994,27.29106157,0
0.605243,32.5318,0.597892,1,68.3138,0.485582,0.007350999999999996,33.1719516316,1
0.054717,3.3318,0.097253,9,20.003,0.231453,-0.042536000000000004,4.629754359,0
0.169824,15.1583,0.177368,10,18.6015,0.250453,-0.007543999999999995,4.6588014795,0
0.012563,9.2853,0.192077,10,12.8808,0.035342,-0.179514,0.4552332336,0
0.895426,51.2708,0.576944,2,60.0223,0.898683,0.31848200000000004,53.9410206309,1
0.899895,75.1432,0.789439,0,80.7775,0.842812,0.110456,68.08024633000001,1
0.410299,12.8296,0.337711,5,22.1325,0.626693,0.07258800000000004,13.870282822499998,0
0.018323,1.7045,0.037605,12,8.182,0.452152,-0.019282,3.699507664,0
0.079559,2.0678,0.480282,8,16.361,0.108556,-0.400723,1.7760847160000002,1
0.09421,5.3511,0.415743,8,47.6086,0.510737,-0.32153299999999996,24.315473538200003,0
0.285715,17.0198,0.258887,6,48.8552,0.647191,0.02682800000000002,31.618645743200002,0
0.140265,9.4979,0.149329,7,26.9247,0.38197,-0.009063999999999989,10.284427659,0
0.110798,3.7004,0.247283,11,19.6966,0.283994,-0.13648500000000002,5.5937162204,0
0.195848,5.4595,0.40645,7,21.4963,0.330691,-0.21060199999999998,7.108632943300001,0
0.018892,5.7984,0.190217,9,15.0474,0.597289,-0.171325,8.987646498599998,0
0.424128,32.2759,0.295193,4,36.9629,0.456356,0.12893500000000002,16.8682411924,1
0.102775,41.6088,0.685318,9,37.345,0.595866,-0.582543,22.25261577,0
0.596673,20.8007,0.854869,3,73.0454,0.480366,-0.258196,35.0885266164,1
0.080593,2.0226,0.208625,10,16.0002,0.574613,-0.128032,9.1939229226,0
0.332232,6.0787,0.183718,8,13.7965,0.104269,0.14851400000000003,1.4385472585,0
0.065725,2.3753,0.294513,11,30.9622,0.274489,-0.22878800000000002,8.498783315799999,0
0.221289,18.4577,0.256329,11,42.4145,0.580183,-0.03503999999999996,24.6081718535,0
0.0,0.8296,0.0845,9,22.3562,0.118543,-0.0845,2.6501710166,0
0.089532,5.9913,0.037187,13,24.0421,0.32921,0.052345,7.914899741,0
0.133345,5.6181,0.699232,5,33.6757,0.265829,-0.565887,8.951977655299999,0
0.862496,76.0752,0.787566,1,80.5604,0.691411,0.07493000000000005,55.7003467244,1
0.038316,6.4398,0.130507,10,18.3068,0.82818,-0.09219100000000001,15.161325624,0
0.36627,25.6676,0.687158,5,51.2757,0.669974,-0.32088800000000006,34.3533858318,0
0.145982,8.7886,0.230768,14,19.0129,0.299653,-0.084786,5.6972725237,0
0.208331,9.8782,0.117918,8,33.2411,0.405709,0.090413,13.4862134399,0
0.050141,2.9708,0.284376,7,40.9986,0.610839,-0.23423500000000003,25.043543825400004,0
0.057335,0.3963,0.134972,14,12.0784,0.038656,-0.07763700000000001,0.4669026304,0
0.005183,0.0,0.039162,13,8.0941,0.200165,-0.033979,1.6201555264999998,0
0.147357,7.3217,0.096861,8,36.5925,0.193908,0.050495999999999985,7.09557849,0
0.090371,18.117,0.213717,6,32.3336,0.25563,-0.12334599999999998,8.265438168,0
0.90818,68.9224,0.591985,1,85.7756,0.777852,0.316195,66.7207220112,1
0.398061,25.0805,0.460556,2,65.7406,0.311729,-0.06249500000000002,20.4932514974,0
0.419745,29.4568,0.398003,2,65.6777,0.419693,0.021741999999999984,27.5644709461,1
0.034263,10.506,0.212712,13,29.1417,0.372079,-0.17844900000000002,10.8430145943,0
0.358829,25.3275,0.606904,3,63.5648,0.819014,-0.248075,52.0604611072,1
0.135197,3.3561,0.081541,13,31.7975,0.063356,0.05365600000000001,2.01456241,0
0.207743,5.1958,0.099384,11,23.5013,0.44386,0.10835900000000001,10.431287017999999,0
0.041518,5.0311,0.043492,9,23.3418,0.054751,-0.0019740000000000035,1.2779868918,0
0.12138,18.5919,0.321007,6,22.9879,0.205271,-0.199627,4.7187492209,0
0.158682,7.9144,0.404526,8,31.5111,0.188377,-0.245844,5.9359664847,0
0.051374,6.4025,0.378524,5,28.0127,0.040322,-0.32715000000000005,1.1295280894,0
